id,label
170,"40,184"
171,0
172,"0,216,370"
173,"3,4,435"
174,"40,145"
175,0
176,"0,8,206"
177,"23,38,82"
178,3
179,"23,26,89"
180,"3,21,33"
181,"23,105"
182,"0,10,11,205,265"
183,"3,21"
184,"0,288"
185,"23,24,49"
186,"0,255,271"
187,"40,135"
188,"10,64,338"
189,"169,170,199"
190,"169,170,199,323"
191,"169,170,199,259,311,426"
192,23
193,"23,26,38,231"
194,"169,170,199,223,311,337,426"
195,"40,135,431"
196,"10,40,145"
197,"40,41,324"
198,"40,131"
199,"0,8,265"
200,"23,24,43"
201,"23,24,43"
202,"3,21,53"
203,"3,4,435"
204,"10,64,169"
205,"169,170,199,259,311,426"
206,"23,24,43"
207,"23,26,231"
208,"10,23,24,43"
209,"10,64,448"
210,"0,265"
211,"0,8,235"
212,"0,265"
213,"3,21,182"
214,"0,265"
215,"23,24,43,169,170,199"
216,"23,31,32"
217,"23,24,38,71"
218,"3,21,187"
219,"40,160"
220,"23,38"
221,"0,216"
222,"3,4,435"
223,"3,169"
224,"40,160"
225,"3,13"
226,"10,64,338"
227,"10,64,93,473"
228,"3,5"
229,"3,40,139"
230,"10,54"
231,"3,21,187"
232,"23,26,231"
233,"40,128,195"
234,"40,145,146"
235,"40,131,134"
236,"3,23"
237,"0,216,370"
238,"40,145,402"
239,"23,24,43"
240,"0,271,313"
241,"0,271"
242,"40,184,494"
243,"40,131,134"
244,"0,288,469"
245,"40,128,145,194"
246,"3,10,21,60,234"
247,"23,31"
248,"3,17"
249,"40,128,129"
250,"23,24,62"
251,"10,220"
252,"3,21"
253,0
254,"23,38"
255,"23,26"
256,"3,21,33"
257,"3,13"
258,"40,128,129"
259,"10,40,145"
260,"10,64,93,473"
261,"3,4,435"
262,"10,64,93"
263,"10,64"
264,"3,21,187"
265,"3,21,34,447"
266,"23,24,345"
267,"23,38"
268,"10,64,93"
269,"40,395"
270,"3,21,33"
271,"40,131"
272,"23,24,49"
273,"23,38"
274,"10,11,40,44,145"
275,"10,40,64,145"
276,"23,31,32"
277,"3,21"
278,"23,74,118"
279,"40,131,241"
280,"23,38"
281,"10,40,145,220"
282,"0,265"
283,"3,21"
284,"3,111"
285,"3,4,435"
286,"10,64,448"
287,"0,218,271"
288,"10,64,93,473"
289,"23,38"
290,"0,313"
291,"23,24,43"
292,"23,24,62"
293,"0,23,24,49,265"
294,"40,128,145,194"
295,"40,41"
296,"40,41"
297,"40,135"
298,"40,128"
299,"3,17,168"
300,3
301,"169,170"
302,"40,128,175"
303,"3,111"
304,"169,170"
305,"0,288,469"
306,"40,184,368"
307,"23,26,89"
308,"10,64"
309,"40,139"
310,0
311,"3,34,447"
312,"3,21,40,41"
313,"23,24,49"
314,"3,17,168"
315,"0,265"
316,"23,38"
317,"3,5,228"
318,"10,40,145"
319,"169,426,508"
320,"0,211,212,216"
321,"40,41"
322,"3,10"
323,"10,54,322"
324,"40,160"
325,"23,31"
326,3
327,"40,135,431"
328,"23,24,43"
329,0
330,"23,24,43"
331,"40,128,129"
332,"0,211,212,216"
333,"3,111,123"
334,"0,271,366"
335,"40,128,139,145,194"
336,"23,24,43"
337,"3,21,187"
338,"3,111"
339,"3,120,147"
340,"10,220,242"
341,"3,120,147,225"
342,"40,128,129"
343,"3,5"
344,"3,21"
345,"40,145"
346,"169,296"
347,"10,220,242"
348,"3,4,188"
349,"169,296"
350,"10,11,40,44,69,145"
351,"3,111"
352,"169,296"
353,"40,145,493"
354,"3,111"
355,"0,216,370"
356,"23,38,82"
357,"23,31,258"
358,"0,8"
359,"10,64,448"
360,"40,131,134"
361,"40,145"
362,"3,21"
363,"23,31,169"
364,"169,426,508"
365,"0,271"
366,"40,145"
367,"0,216,370"
368,"23,38,137"
369,"40,135,431"
370,"3,4,435"
371,"23,24,43"
372,"23,74,118"
373,"40,131"
374,"0,8,206"
375,"10,54"
376,"169,170"
377,"3,30"
378,"40,41,224"
379,"23,31"
380,"40,131"
381,169
382,"169,170"
383,"169,170,436"
384,"3,17,168"
385,"10,220"
386,"10,220"
387,"23,24,38,71"
388,"0,211,212,216"
389,"3,53,111"
390,"10,220"
391,"10,40,145"
392,"0,216"
393,"10,64,90"
394,"10,11,205"
395,"3,111"
396,"23,38,309"
397,"3,21"
398,"169,337"
399,"169,170"
400,"23,38,264"
401,"169,199"
402,"3,21"
403,"0,271"
404,"3,53"
405,"0,8,235"
406,"3,21"
407,"40,145"
408,"3,21,187"
409,"3,21,187"
410,"3,21"
411,"3,15,16"
412,"23,24,49"
413,"23,31,169"
414,"0,8,206"
415,"40,131"
416,"23,38,82"
417,"10,40,145,220"
418,"40,145"
419,"23,74,118"
420,"40,131,134"
421,"10,220,221"
422,"0,216,370"
423,"23,74"
424,"0,313,346"
425,"0,271"
426,"169,296"
427,"23,24,43"
428,"10,54"
429,"23,74,307"
430,"40,128,129"
431,"0,8,308"
432,"10,40,44,72,145"
433,"10,40,64,145"
434,"3,10,21,60,234"
435,"3,111"
436,"0,216"
437,"10,220"
438,"3,34,40"
439,"169,337"
440,"169,296,306"
441,"10,11,205"
442,"3,15"
443,"169,296"
444,"0,216,370"
445,"3,4"
446,"0,265"
447,"0,23,26"
448,"10,64,473"
449,"40,128,129"
450,"0,265"
451,0
452,"169,296,306"
453,"40,160"
454,"10,40,145"
455,"169,199"
456,"40,131,193"
457,"10,64,448"
458,"3,147"
459,"40,139"
460,"0,271"
461,"169,170"
462,"40,184"
463,"40,184"
464,0
465,"0,218"
466,"23,26,231"
467,"40,145,402"
468,"10,40"
469,"3,21,187"
470,"40,131"
471,"0,265"
472,"10,64,93,473"
473,"0,216"
474,"23,26,231"
475,"0,255"
476,"23,38"
477,"169,199,382"
478,"3,40,135"
479,"169,170,199,323"
480,"23,38"
481,"10,40,64,145"
482,"40,131"
483,"0,218"
484,"3,21,169,170,311,337"
485,"0,8,206"
486,"10,64,338"
487,"0,211,212,216"
488,"23,74,165"
489,"40,41,324"
490,"10,64,90"
491,"3,111"
492,"10,60,64,93"
493,"0,265"
494,"3,21"
495,"0,255,271"
496,"23,74,118"
497,"10,40,145"
498,"0,8,206"
499,"23,38,137"
500,"3,21,187"
501,"3,35"
502,"23,31,32"
503,"10,64,448"
504,"3,17"
505,"40,131,193"
506,"10,64,93,473"
507,"40,135,431"
508,"0,255"
509,"3,21,182"
510,"10,64,93"
511,"40,41,128,186,324"
512,"0,23,26,231"
513,"169,170,199,323"
514,"3,111"
515,"40,128,186"
516,"3,34,447"
517,"40,145,181"
518,"3,21,187"
519,"3,15"
520,"10,11,205"
521,0
522,"40,145,402"
523,"40,131"
524,"23,31,32"
525,"23,26,231"
526,"23,169,296"
527,"40,131,134"
528,"169,296"
529,"23,38"
530,"10,60,239"
531,"10,40,145,220"
532,"23,38,264"
533,0
534,"40,128,169"
535,"23,26,231"
536,"3,21"
537,"0,8,206"
538,"10,40,54,145,322"
539,"3,21,182"
540,"0,8,235"
541,"23,38"
542,"23,26"
543,"3,4"
544,"40,41"
545,"40,128,175"
546,40
547,"40,135"
548,"3,169,199"
549,"10,60,239"
550,"40,135,138"
551,"0,8,206"
552,40
553,"10,220"
554,"10,40,44,72,145"
555,"169,170,199,323"
556,"40,145,181"
557,"23,38"
558,"10,64,93"
559,"40,145"
560,0
561,"0,265"
562,"10,23,105,220"
563,"10,54,64"
564,"3,111"
565,"40,145,181"
566,"0,313,346"
567,"0,216,370"
568,"23,74,118"
569,40
570,"10,60,239"
571,"40,128,175"
572,"3,40,128,145,194"
573,"10,64,473"
574,"10,64,90"
575,"169,296"
576,"10,64,93"
577,"10,54,64"
578,"3,169"
579,"3,10,11"
580,"23,38"
581,"3,21,182"
582,"0,218"
583,3
584,"169,170"
585,"0,8,313,346"
586,"10,220"
587,"3,147"
588,"23,31"
589,"3,40,128,145,194"
590,"23,26,38,231"
591,"10,64"
592,"169,170,171,199"
593,"10,64,338"
594,"10,220"
595,"169,199,374"
596,"23,38"
597,"0,8,206"
598,"169,199"
599,"23,38,137"
600,"40,169,199"
601,"23,24,38"
602,"3,5"
603,"0,265"
604,3
605,"0,8,308"
606,"40,160"
607,"3,21,33"
608,"0,271,366"
609,"23,24"
610,"23,24,43"
611,"23,38"
612,"0,265"
613,"3,21"
614,"40,128,129"
615,"0,255,271,280"
616,"40,145"
617,"23,31"
618,"23,24,49"
619,"40,135,431"
620,"0,271"
621,"0,8,206"
622,"3,21"
623,"3,34,40"
624,"3,40,100,111"
625,"0,313,346"
626,"169,170,199,259,311,426"
627,"23,31"
628,"40,145,402"
629,"3,4,19"
630,"23,31"
631,"0,8,206"
632,"40,131,241"
633,"169,170,329"
634,"0,255"
635,"23,26,231"
636,"40,135"
637,"3,21"
638,"40,41,324"
639,"0,265"
640,"23,38"
641,"0,8,206"
642,"40,135"
643,23
644,"3,21,187"
645,"23,26,38,231"
646,3
647,0
648,"3,4,435"
649,"169,170"
650,"10,40,54,145"
651,"23,26,89"
652,10
653,"40,41"
654,"23,31,169,296"
655,"40,139"
656,"3,30"
657,"0,8,206"
658,"3,4"
659,"3,13"
660,"40,131"
661,"0,229"
662,0
663,"23,24,43"
664,"10,60"
665,"23,24,43"
666,"10,64,473"
667,"23,31,258"
668,"23,38"
669,"10,23,64"
670,"23,24,38"
671,"23,38,137"
672,"23,105"
673,"169,170,199,223,311,337,426"
674,"40,184"
675,"3,120,147"
676,"10,54,64"
677,"3,17,34"
678,40
679,"10,23,105,220,326"
680,"0,8,206"
681,"40,131,134"
682,"10,64,90"
683,"23,74,165"
684,"3,40"
685,"3,15"
686,"40,145,402"
687,"169,170,436"
688,"10,169"
689,"10,220"
690,"3,53,523"
691,"169,170,199"
692,"3,111"
693,"10,64,93"
694,"0,8,206"
695,"23,38,82"
696,"23,24,38,71"
697,"3,15,16"
698,"3,111"
699,"40,131,241"
700,3
701,"10,23,38"
702,"23,38"
703,"23,24,38,71"
704,"23,26,38,231"
705,"40,135,138"
706,"0,8"
707,"40,41,224"
708,"0,8,218"
709,"10,60,239"
710,"3,17"
711,"40,184,185"
712,"3,15,16"
713,"0,211,212,216"
714,"23,38,309"
715,"23,24,49"
716,"3,35,40"
717,"3,4,435"
718,"40,41,139"
719,23
720,"3,53,523"
721,"10,60,489"
722,"3,21"
723,"3,21,33"
724,"3,5"
725,"23,24,43"
726,"3,21,169,187"
727,0
728,"169,170,199,323"
729,"40,41,224"
730,"40,145"
731,"169,170,199,274,311,337,426"
732,"3,17"
733,"10,40,44,145"
734,"169,170,199,259,311,426"
735,"169,170,199,223,311,337,426"
736,"23,31"
737,"169,170,199,259,311,426"
738,"10,60,489"
739,"0,8,308"
740,"23,26,231"
741,0
742,"3,4,111"
743,0
744,"40,145,402"
745,"3,4"
746,"3,169,199,382"
747,"23,31,258"
748,"3,21,182"
749,"10,64,338"
750,"3,21"
751,"23,24,43"
752,"3,21"
753,"169,170"
754,"169,170,296"
755,"40,145,181"
756,"10,40,145"
757,"40,162,163"
758,"3,53,523"
759,"169,296"
760,"169,170,199,274,311,337,426"
761,"40,128"
762,"10,60,239"
763,"3,21,33"
764,"3,21,182"
765,"0,8"
766,"0,265"
767,"169,199"
768,"0,265"
769,"40,145,181"
770,"3,21,182"
771,"10,64,448"
772,"3,15,17"
773,"3,21"
774,"169,170,199,259,311,426"
775,"3,21"
776,"3,21"
777,"40,128"
778,"3,15,17"
779,"10,60"
780,"10,64,473"
781,"40,145,181"
782,"0,265"
783,"3,5,21"
784,"3,21"
785,"40,184"
786,"40,169,170,199,296,311,337,426"
787,"23,24,38,71"
788,"0,8,206"
789,10
790,"3,21,187"
791,"10,220"
792,"23,24,62"
793,"23,38"
794,"169,170,199,259,311,426"
795,"40,131"
796,"3,5"
797,"169,199,382"
798,"40,184,185"
799,"3,111"
800,"40,184,494"
801,"0,8"
802,"23,38"
803,"40,184"
804,3
805,"169,170,199,259,311,426"
806,"0,8,308"
807,"23,24,38,71"
808,169
809,"169,170"
810,"10,40,64"
811,"23,24,43"
812,"10,11,40,44,145"
813,"0,271,288"
814,"3,21"
815,"169,296"
816,"3,21,33"
817,"0,265"
818,"0,3"
819,"169,170"
820,"0,255"
821,"23,31"
822,"10,64"
823,"23,24,43"
824,"3,111"
825,"40,145"
826,"0,8"
827,"10,40,44,72,145"
828,"169,296"
829,"40,145"
830,"10,60,64,90,489"
831,"0,255"
832,"10,40,44,145"
833,"23,38,40,131"
834,"3,21,53"
835,"40,41,201"
836,"169,426,508"
837,"40,184,185"
838,"3,4,435"
839,"3,5"
840,"40,145,402"
841,"3,111"
842,"3,5"
843,"23,26,89"
844,"23,31,258"
845,"169,296"
846,"169,170,436"
847,"40,128,129"
848,"0,255"
849,"23,31,258"
850,"169,170,199"
851,"10,40,145"
852,"23,31,32"
853,"23,24,38,71"
854,"169,170"
855,"40,145,146"
856,"23,24,49"
857,"10,64,93"
858,"3,4,435"
859,"169,199,374"
860,"0,23,38"
861,"169,170,199,323"
862,"3,10,60"
863,"0,255"
864,"3,13"
865,"40,41,128,186,324"
866,"40,128,145,194"
867,"169,170,171,199"
868,"3,34"
869,"169,170,199,323"
870,"0,265"
871,"40,135"
872,"3,147,148"
873,"169,170,199"
874,"0,213"
875,"23,38"
876,"3,13"
877,"40,131"
878,"169,170,171,199"
879,"23,38"
880,"3,21"
881,"0,8,206"
882,"40,145,402"
883,"40,41,139"
884,"10,40,44,145"
885,"3,21,40,41,42"
886,"169,426,508"
887,"40,145,181"
888,"3,30,147"
889,"169,170,199,259,311,426"
890,"10,40,145"
891,"3,111"
892,"10,54"
893,"10,54,322"
894,23
895,"0,265"
896,"40,131"
897,"40,139"
898,"3,21"
899,"169,170,199,337,426"
900,"0,218"
901,"3,21"
902,"23,24"
903,"40,131"
904,"10,64,93"
905,23
906,"0,8"
907,"0,8"
908,"3,111"
909,"40,162,163"
910,"10,220,242"
911,"10,40,44,72,145"
912,3
913,"10,40,64,145"
914,"10,64,448"
915,"10,40,145,220,493"
916,"3,4,435"
917,"0,218"
918,"3,4,435"
919,23
920,"3,120,225"
921,"3,10,21,60,234"
922,"3,53"
923,"10,64,93"
924,"40,145,146"
925,"23,38,264"
926,"3,10,21,60,234"
927,"40,128,129"
928,"3,21,115"
929,3
930,"23,26,231"
931,"0,229"
932,"23,38"
933,"10,23,38"
934,"40,145,181"
935,"169,426,508"
936,"0,40"
937,"3,53"
938,3
939,"169,296,306"
940,"3,4,19"
941,"23,26,231"
942,"3,120"
943,"40,135,431"
944,"3,4,19"
945,"169,170,329,436"
946,"0,8,206"
947,"3,21"
948,"23,74,118"
949,"40,131,139"
950,"0,265"
951,"10,60,239"
952,"169,170"
953,"10,40,131"
954,"23,24,49"
955,"0,10"
956,"40,145,402"
957,"10,60,239"
958,"3,10,21,60,234"
959,"40,145,181"
960,"169,170,436"
961,"3,21,187"
962,"10,54"
963,"40,139"
964,"23,24,43"
965,"0,313,346"
966,"10,40,64,448"
967,"169,311,337"
968,"3,4,188"
969,"23,24,38,71"
970,"40,135,138"
971,"40,135"
972,"23,24"
973,"0,216,255"
974,"10,23,31"
975,"0,271"
976,"0,8,206"
977,"23,74,118"
978,"3,21,34,187"
979,"40,41,201"
980,"0,265"
981,"0,8,235"
982,"3,21"
983,"3,21,34,447"
984,"40,131,134"
985,"40,41,324"
986,0
987,"40,131,134"
988,"169,170,199,323"
989,3
990,"3,21,187"
991,"23,24,43"
992,"169,199"
993,"3,21,182"
994,"23,24,43"
995,"3,21,187"
996,"169,170,199,259,311,426"
997,"40,131"
998,"40,41,201"
999,"23,24,62"
1000,"0,265"
1001,"3,4,435"
1002,"0,216"
1003,"23,31"
1004,0
1005,"169,170,199,311,337,426"
1006,"3,21,147,148"
1007,"23,38,264"
1008,"169,170,199,274,311,337,426"
1009,"10,64"
1010,23
1011,"3,21,187"
1012,0
1013,"10,64,448"
1014,"3,21"
1015,"0,265"
1016,"10,64,338"
1017,"23,38"
1018,"3,21,34,187"
1019,"3,4,435"
1020,"0,255"
1021,"10,220"
1022,"0,8,235"
1023,"23,26,89"
1024,"3,4,19"
1025,"40,162,163"
1026,"0,265"
1027,"0,216,370"
1028,"3,169,170,199"
1029,"23,24,43"
1030,"10,23,31"
1031,"40,145,169,170,181,199,323"
1032,"40,41,128,186,324"
1033,"3,21"
1034,"3,21,187"
1035,3
1036,3
1037,3
1038,"3,17"
1039,"23,24,43"
1040,"23,31,258"
1041,"40,145"
1042,"0,265"
1043,"0,169"
1044,"10,64,90"
1045,"23,24,38,71"
1046,"3,21"
1047,"169,426,508"
1048,"10,220"
1049,"0,216"
1050,"10,64,93"
1051,"40,139"
1052,"10,220"
1053,"10,64"
1054,"40,184"
1055,"40,145,146"
1056,"10,23,105,220,326"
1057,"3,53"
1058,"3,53,523"
1059,"40,131,139"
1060,"23,24,43"
1061,3
1062,"169,296"
1063,"0,211,212,216"
1064,"0,288"
1065,40
1066,"23,38,264"
1067,"0,169"
1068,"40,41,224"
1069,"40,128,145,194"
1070,"3,5"
1071,"0,265"
1072,"10,60,239"
1073,"0,8,206"
1074,"3,21,111,182"
1075,"3,111"
1076,"23,26,231"
1077,"3,4"
1078,"40,41,128,186,324"
1079,"40,41,224"
1080,3
1081,"40,128,145,194"
1082,"23,26,231"
1083,"40,135"
1084,"40,139"
1085,"10,40,64,145,448"
1086,0
1087,"10,60,239"
1088,"3,21,34,187"
1089,"23,38"
1090,"3,111"
1091,"40,131,139"
1092,"23,40,145"
1093,"169,296"
1094,"169,170,199"
1095,"40,128,169,170,179,199,296,311,337,426"
1096,"3,17"
1097,"3,111,169"
1098,"40,41,201"
1099,"23,40,74,145,146"
1100,"0,288"
1101,"0,255,271,280"
1102,"3,111"
1103,"10,54"
1104,169
1105,"169,199,382"
1106,"0,8"
1107,"169,170,171,199"
1108,"169,199"
1109,"169,199"
1110,"10,60,239"
1111,"0,8,206"
1112,"23,24,49"
1113,"3,4,435"
1114,"169,170,171,199"
1115,"40,395,496"
1116,"10,60,239"
1117,"0,216"
1118,"0,288"
1119,"40,145,146"
1120,"10,64,93"
1121,"3,40,139,169,199"
1122,"40,128,169"
1123,"40,184,368"
1124,"3,21,40,41,201"
1125,"169,170,436"
1126,"3,21,40"
1127,"10,64"
1128,"10,23,26,231"
1129,"0,271,366"
1130,"0,8,206"
1131,40
1132,0
1133,"10,64,448"
1134,"10,11,205"
1135,"0,211,212,216"
1136,"3,111,169"
1137,"169,170,199,274,311,337,426"
1138,"40,145"
1139,"0,169,199"
1140,"0,169,170,199,311,337,426"
1141,"3,5,85"
1142,"10,220"
1143,"169,170,199"
1144,"10,40,44,72,145"
1145,"10,23,24"
1146,"3,13"
1147,"0,8,218"
1148,"23,26,231"
1149,"3,21,115"
1150,"3,30,66"
1151,"3,40,139"
1152,"10,54"
1153,40
1154,"40,145,402"
1155,"10,64,473"
1156,"40,145"
1157,"0,255"
1158,"23,38"
1159,"3,53,523"
1160,"169,170,171,199"
1161,"3,21,34,187"
1162,"23,26,231"
1163,"23,74,118"
1164,"0,265"
1165,"23,38"
1166,"169,170"
1167,"40,160"
1168,"0,271"
1169,"10,23,38"
1170,0
1171,"169,296"
1172,"3,4,19"
1173,"0,265,384"
1174,"0,265"
1175,"23,24,62"
1176,"10,220"
1177,"0,271"
1178,"10,64,338"
1179,"40,41"
1180,"169,170"
1181,"169,170,199,223,311,337,426"
1182,"0,265"
1183,"23,38"
1184,"0,8,23,26,231"
1185,"23,31,32"
1186,"10,220"
1187,"3,21,34"
1188,"23,31"
1189,"169,170,171,199"
1190,"23,31,32"
1191,"169,199,374"
1192,"40,145,181"
1193,"40,139"
1194,"0,265"
1195,"169,170,199,259,311,426"
1196,"3,4,435"
1197,"40,41,128,186,324"
1198,0
1199,"10,64,473"
1200,"10,11,205"
1201,"23,31,32"
1202,"3,21,111"
1203,"23,38"
1204,"40,145"
1205,"23,24,38,71"
1206,"0,8"
1207,"0,265"
1208,"10,23,105,220"
1209,"23,24,43"
1210,"23,38,74"
1211,"10,40,44,145"
1212,"10,64,448"
1213,"0,169,426"
1214,"23,26,231"
1215,0
1216,"169,199,382"
1217,"3,53,523"
1218,"3,111"
1219,"10,64,220"
1220,"169,170,199,259,311,426"
1221,"0,8,206"
1222,"3,21"
1223,"3,111"
1224,"23,38,40"
1225,"10,11,40,44,69,145"
1226,"23,38"
1227,"40,41,324"
1228,"40,131"
1229,"40,145,181"
1230,"40,128,175,186"
1231,"23,24,62"
1232,"0,216"
1233,"23,38"
1234,"40,145"
1235,"40,41,184"
1236,"10,220"
1237,0
1238,"40,145,402"
1239,"40,145"
1240,"0,265"
1241,"3,21"
1242,"0,313,346"
1243,"40,128,186"
1244,"10,11,40,44,69,145"
1245,"0,265"
1246,"40,135,431"
1247,"40,128,175"
1248,"10,64,338"
1249,"169,170,199,311,337,426"
1250,"0,10,11,205,265"
1251,"10,64,448"
1252,"3,21"
1253,"23,40,184,368"
1254,"40,41,224"
1255,"23,26,231"
1256,"3,4,435"
1257,"0,255,271,280"
1258,0
1259,"0,208"
1260,"3,21"
1261,"169,296"
1262,"10,64,93,473"
1263,"0,208"
1264,"40,145"
1265,"3,13"
1266,"3,17"
1267,"0,8,206"
1268,"23,26,231"
1269,3
1270,"3,21"
1271,"23,24,38,71"
1272,"3,21"
1273,"40,131,134"
1274,"169,170,199,374"
1275,"23,38,264"
1276,"3,21,187"
1277,"3,15,17"
1278,"40,135"
1279,"3,15,16"
1280,0
1281,"3,21,115"
1282,"10,54"
1283,"3,53,523"
1284,"169,170"
1285,"3,21"
1286,"0,271"
1287,"23,26,231"
1288,"0,40,128,313,346"
1289,"0,229"
1290,"10,220"
1291,"10,64"
1292,"23,31,32"
1293,"23,26,231"
1294,"3,111"
1295,"3,21,111,182"
1296,"3,5,228"
1297,"3,147,148"
1298,"3,21"
1299,"10,64,473"
1300,"23,26,38,231"
1301,"23,38"
1302,"40,41"
1303,"10,23,31,169,296"
1304,"3,4"
1305,"40,128,145,194"
1306,"3,21,182"
1307,"169,170,199,259,311,426"
1308,"169,337"
1309,"3,111"
1310,"40,128,139,145,194"
1311,"23,24,38,71"
1312,"0,218"
1313,"10,23,38,264"
1314,"0,8,308"
1315,"169,170,199,223,311,337,426"
1316,"23,24,62"
1317,"0,208,265"
1318,"169,170,199,223,311,337,426"
1319,"0,3,111"
1320,"10,64,473"
1321,"10,220"
1322,"3,147"
1323,"23,74,165"
1324,"23,26,231"
1325,"169,170"
1326,"23,38"
1327,"10,220"
1328,"3,111"
1329,"3,13"
1330,"10,40,64,145,448,524"
1331,"3,4,111"
1332,"3,21,187"
1333,40
1334,"0,271"
1335,"3,5,21"
1336,"3,13,111"
1337,"10,23,105,220,326"
1338,"3,21"
1339,"3,120,147,225"
1340,"3,21,187"
1341,"40,145,146"
1342,"169,170,199,274,311,337,426"
1343,"40,184"
1344,"23,31,40,454"
1345,"40,128,129"
1346,"169,170,199,311,337,426"
1347,"3,21,33,147,148"
1348,"40,135,138"
1349,"169,170,199,323"
1350,"23,31"
1351,"169,170,199,311,426"
1352,"3,4,188"
1353,"0,313,346"
1354,"3,53"
1355,"0,8,308"
1356,"3,120,169,296"
1357,3
1358,"3,53,169"
1359,"10,40,44,72,145"
1360,40
1361,"169,296,306"
1362,"3,30"
1363,"169,170"
1364,"3,21,147,148"
1365,"0,265"
1366,"0,8,308"
1367,"3,53"
1368,"40,41,139"
1369,"40,184"
1370,"0,265"
1371,"40,41,324"
1372,"10,40,44,145"
1373,"10,54,64"
1374,"10,54"
1375,"10,40,44,145"
1376,"3,21"
1377,"169,170"
1378,169
1379,"23,26,231"
1380,"10,11,40,44,145"
1381,"0,8,206"
1382,"3,147,148"
1383,"3,21,182"
1384,"3,21"
1385,"40,41,160,324"
1386,"169,170,199,323"
1387,"23,26,89"
1388,"10,11,205"
1389,"3,21"
1390,"3,17,168"
1391,0
1392,"169,170"
1393,"40,41,149"
1394,"3,21"
1395,"40,135,138"
1396,"10,40,44,145"
1397,"0,265"
1398,"23,38"
1399,"169,170"
1400,"40,128,175,186"
1401,169
1402,"3,4"
1403,"3,34,447"
1404,"10,54"
1405,"169,170,199,323"
1406,"3,17"
1407,"3,21"
1408,"3,4"
1409,"10,64,338"
1410,"3,111"
1411,0
1412,"40,139"
1413,"10,54"
1414,"10,220,221,242"
1415,"40,128,145,194"
1416,"169,199,382"
1417,3
1418,"3,5,228"
1419,"0,8"
1420,"3,111"
1421,"23,24,345"
1422,"40,41,324"
1423,"0,8,23,38"
